order_nr,status,mp_code,is_assigned_user,has_customized_items,psku_code,sku,partner_sku,parent_sku,item_barcode,title,image_key,image_url,brand,size,images,purchase_item_nr,received_at,updated_at,target_shipped_at,price,currency_code,partner_barcodes,cancellation_reason,enable_extra_cancellation_reasons,shipment_created_at,item_status,shipment_nr
NSAI70042242414,delivered,noon,False,False,a8cfcde6d35b621591e9f6ed9671c8aa,ZE591002DBB2E5F80B35CZ-1,Z.17704621264793444.1,ZE591002DBB2E5F80B35CZ,,AOi Matcha Japanese Pure Matcha Powder 100g x 2 | Premium Authentic Green Matcha,8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,aoi,100,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/f434f8dc-75ed-4ee1-832a-0e4c45c528f9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/b17c19d2-9c60-49c1-a379-5ef415bf4f69.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d72f7d10-9f07-488b-b169-4012159a5e2d.jpg']",NSAI70042242414-1-P1,2026-07-13 08:03:49+03:00,2026-07-13 11:21:49+03:00,2026-07-15 11:00:00+03:00,199.0,sar,null,,False,2026-07-13 09:03:13+03:00,delivered,PH21495753407S
NSAI70010528681,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70010528681-1-P1,2026-07-12 06:54:07+03:00,2026-07-12 12:28:28+03:00,2026-07-14 11:00:00+03:00,81.52,sar,null,,False,2026-07-12 09:54:04+03:00,delivered,PH25936601258S
NSAI70061224245,delivered,noon,False,False,a2483ab90de23c4fa1ab12314898b9da,Z5C0C1B686EF8A6CFB1FFZ-1,20401021,Z5C0C1B686EF8A6CFB1FFZ,,Akpi Oil – 60ml,pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424188/e2f79ace-ff2c-4b03-ab9c-2b4983317a4d.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424188/e2f79ace-ff2c-4b03-ab9c-2b4983317a4d.jpg,fayfa,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424188/e2f79ace-ff2c-4b03-ab9c-2b4983317a4d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424204/84fc8b99-015f-45c4-b5ae-26ed0feb8e85.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424219/809afd8e-d860-4096-bfc0-9089e0b38ca6.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424252/46840046-cd09-46cf-ad32-e4139db5e3ee.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5C0C1B686EF8A6CFB1FFZ/45/_/1785424258/5face626-6902-4f3d-a72e-e29f07a82b31.jpg']",NSAI70061224245-1-P1,2026-07-11 16:14:52+03:00,2026-07-12 12:28:28+03:00,2026-07-14 12:00:00+03:00,68.43,sar,null,,False,2026-07-12 09:54:29+03:00,delivered,PH22043022447S
NSAI70017366097,delivered,noon,False,False,a8cfcde6d35b621591e9f6ed9671c8aa,ZE591002DBB2E5F80B35CZ-1,Z.17704621264793444.1,ZE591002DBB2E5F80B35CZ,,AOi Matcha Japanese Pure Matcha Powder 100g x 2 | Premium Authentic Green Matcha,8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,aoi,100,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/f434f8dc-75ed-4ee1-832a-0e4c45c528f9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/b17c19d2-9c60-49c1-a379-5ef415bf4f69.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d72f7d10-9f07-488b-b169-4012159a5e2d.jpg']",NSAI70017366097-2-P1,2026-07-09 07:03:11+03:00,2026-07-11 12:55:56+03:00,2026-07-12 11:00:00+03:00,199.0,sar,null,,False,2026-07-09 10:12:14+03:00,delivered,PH29696753611S
NSAI70037532437,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70037532437-2-P1,2026-07-10 23:13:32+03:00,2026-07-11 12:55:56+03:00,2026-07-13 11:00:00+03:00,81.52,sar,null,,False,2026-07-11 11:25:07+03:00,delivered,PH24954890276S
NSAI70045533552,delivered,noon,False,False,ab08cda258b91e1cb57e908eca5d7f2a,Z6897828A171A81D0EC5DZ-1,21101093_1,Z6897828A171A81D0EC5DZ,,"Fair Lady Whitening Hand Cream 100 ml – Brightening, Softening & Pigmentation Reduction",pzsku/Z6897828A171A81D0EC5DZ/45/1764146399/5bc2330b-7f85-432d-b6e6-10196897831b.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z6897828A171A81D0EC5DZ/45/1764146399/5bc2330b-7f85-432d-b6e6-10196897831b.jpg,fair_lady,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z6897828A171A81D0EC5DZ/45/1764146399/5bc2330b-7f85-432d-b6e6-10196897831b.jpg'],NSAI70045533552-9-P1,2026-07-09 00:30:18+03:00,2026-07-11 12:55:56+03:00,2026-07-12 12:00:00+03:00,28.38,sar,null,,False,2026-07-09 10:14:02+03:00,delivered,PH29650619751S
NSAI70047884346,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70047884346-2-P1,2026-07-11 02:37:55+03:00,2026-07-11 12:55:56+03:00,2026-07-13 11:00:00+03:00,81.52,sar,null,,False,2026-07-11 11:25:36+03:00,delivered,PH25364203542S
NSAI70076695069,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70076695069-1-P1,2026-07-11 03:55:05+03:00,2026-07-11 12:55:56+03:00,2026-07-13 11:00:00+03:00,81.52,sar,null,,False,2026-07-11 11:24:29+03:00,delivered,PH24233900767S
NSAI70087204712,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70087204712-1-P1,2026-07-08 15:52:31+03:00,2026-07-11 12:55:56+03:00,2026-07-12 11:00:00+03:00,81.52,sar,null,,False,2026-07-09 10:13:19+03:00,delivered,PH20471523132S
NSAI70029813147,delivered,noon,False,False,a7a87143d2731fbfbf5eb2505217183a,Z83CF89B3821744BA53C7Z-1,20211016,Z83CF89B3821744BA53C7Z,,Dazy Moroccan Tabrikma 500ml – Deep Nourishing Moroccan Body Care Formula,pzsku/Z83CF89B3821744BA53C7Z/45/_/1787658312/84595338-ec60-44d2-b248-ef938153877d.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z83CF89B3821744BA53C7Z/45/_/1787658312/84595338-ec60-44d2-b248-ef938153877d.jpg,dazy,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z83CF89B3821744BA53C7Z/45/_/1787658312/84595338-ec60-44d2-b248-ef938153877d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z83CF89B3821744BA53C7Z/45/_/1787658312/828cc9a3-6bac-4592-9bc1-dbc3e2dfad95.jpg']",NSAI70029813147-1-P1,2026-07-07 22:46:08+03:00,2026-07-08 11:46:35+03:00,2026-07-11 12:00:00+03:00,46.7,sar,null,,False,2026-07-08 09:03:38+03:00,delivered,PH28408976657S
NSAI70091903024,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI70091903024-1-P1,2026-07-07 13:17:32+03:00,2026-07-08 11:46:35+03:00,2026-07-11 12:00:00+03:00,60.0,sar,null,,False,2026-07-07 15:34:57+03:00,delivered,PH28103257260S
NSAI70091903024,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI70091903024-2-P1,2026-07-07 13:17:32+03:00,2026-07-08 11:46:35+03:00,2026-07-11 12:00:00+03:00,60.0,sar,null,,False,2026-07-07 15:34:57+03:00,delivered,PH28103257260S
NSAI70091903024,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI70091903024-3-P1,2026-07-07 13:17:32+03:00,2026-07-08 11:46:35+03:00,2026-07-11 12:00:00+03:00,60.0,sar,null,,False,2026-07-07 15:34:57+03:00,delivered,PH28103257260S
NSAI70091903024,delivered,noon,False,False,a94e7d385a0bccb55abf37740775676a,ZA054A9D06F4CD0DBF91EZ-1,10610042,ZA054A9D06F4CD0DBF91EZ,653871976792,Zaadna Ready Keto Bread Mix – 500 gm,pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg,zaadana,500,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZA054A9D06F4CD0DBF91EZ/45/1752407155/d65d9ab7-e608-45c9-b8ee-2f5ec6c0f40e.jpg'],NSAI70091903024-4-P1,2026-07-07 13:17:32+03:00,2026-07-08 11:46:35+03:00,2026-07-11 12:00:00+03:00,60.0,sar,null,,False,2026-07-07 15:34:57+03:00,delivered,PH28103257260S
NSAI70006388373,delivered,noon,False,False,a8cfcde6d35b621591e9f6ed9671c8aa,ZE591002DBB2E5F80B35CZ-1,Z.17704621264793444.1,ZE591002DBB2E5F80B35CZ,,AOi Matcha Japanese Pure Matcha Powder 100g x 2 | Premium Authentic Green Matcha,8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,aoi,100,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/f434f8dc-75ed-4ee1-832a-0e4c45c528f9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/b17c19d2-9c60-49c1-a379-5ef415bf4f69.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d72f7d10-9f07-488b-b169-4012159a5e2d.jpg']",NSAI70006388373-4-P1,2026-07-06 18:39:45+03:00,2026-07-07 11:43:54+03:00,2026-07-09 11:00:00+03:00,199.0,sar,null,,False,2026-07-06 19:38:08+03:00,delivered,PH23417508653S
NSAI70037712172,delivered,noon,False,False,a1eeefe561eb58789db1a8d796d0e86a,ZBE614E6BD123567F3C06Z-1,10102096,ZBE614E6BD123567F3C06Z,653871977096,Zaadana Organic Chia Seeds  250 gm,pzsku/ZBE614E6BD123567F3C06Z/45/1752408722/37e28913-59a1-43d6-92c1-52dd62be10b3.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZBE614E6BD123567F3C06Z/45/1752408722/37e28913-59a1-43d6-92c1-52dd62be10b3.jpg,zaadana,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZBE614E6BD123567F3C06Z/45/1752408722/37e28913-59a1-43d6-92c1-52dd62be10b3.jpg'],NSAI70037712172-6-P1,2026-07-06 18:29:17+03:00,2026-07-07 11:43:54+03:00,2026-07-09 11:00:00+03:00,48.86,sar,null,,False,2026-07-06 19:38:53+03:00,delivered,PH21711418947S
NSAI70018962675,delivered,noon,False,False,a8cfcde6d35b621591e9f6ed9671c8aa,ZE591002DBB2E5F80B35CZ-1,Z.17704621264793444.1,ZE591002DBB2E5F80B35CZ,,AOi Matcha Japanese Pure Matcha Powder 100g x 2 | Premium Authentic Green Matcha,8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg,aoi,100,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d0abecb1-e3e7-417e-a774-9527842b27ea.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/f434f8dc-75ed-4ee1-832a-0e4c45c528f9.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/b17c19d2-9c60-49c1-a379-5ef415bf4f69.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZE591002DBB2E5F80B35CZ/45/1770710447/d72f7d10-9f07-488b-b169-4012159a5e2d.jpg']",NSAI70018962675-3-P1,2026-07-06 06:03:35+03:00,2026-07-06 12:08:48+03:00,2026-07-08 11:00:00+03:00,199.0,sar,null,,False,2026-07-06 09:42:44+03:00,delivered,PH25675390436S
NSAI70037370463,delivered,noon,False,False,a4c1f72bf40244e6f3c15570001b4b7a,ZDE34E2CD4E63F4376425Z-1,10501082,ZDE34E2CD4E63F4376425Z,4528344004592,AOI Matcha Japanese Pure 30g,pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg,aoi,30,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129255/0daca77a-408e-41c0-a4d4-2f07d7e11825.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129369/baf6436c-ae0f-4298-a12e-1219a226f209.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129298/0e9ef4a8-c318-4a42-b9f3-5f04efccbf74.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782129398/c424eff8-759d-422c-9ecd-8ee6d78637b4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782130661/1d7a84c8-3056-4524-a70c-08a6d8ad2486.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZDE34E2CD4E63F4376425Z/45/_/1782133658/a011d124-a3ce-4747-b842-1f6aa6d01795.jpg']",NSAI70037370463-1-P1,2026-07-05 15:09:28+03:00,2026-07-06 12:08:48+03:00,2026-07-08 12:00:00+03:00,81.52,sar,null,,False,2026-07-05 18:25:40+03:00,delivered,PH29473725919S
