order_nr,status,mp_code,is_assigned_user,has_customized_items,psku_code,sku,partner_sku,parent_sku,item_barcode,title,image_key,image_url,brand,size,images,purchase_item_nr,received_at,updated_at,target_shipped_at,price,currency_code,partner_barcodes,cancellation_reason,enable_extra_cancellation_reasons,shipment_created_at,item_status,shipment_nr
NSAI80033638257,delivered,noon,False,False,ad5cccc870676778f5f3861b801c5f2a,Z7A9E2A7C4095986307F9Z-1,10101035,Z7A9E2A7C4095986307F9Z,,Elhekma Senna Herbal Drink Mix Traditional Natural Beverage Ingredient 100g,pzsku/Z7A9E2A7C4095986307F9Z/45/_/1783004452/21500839-141e-4d99-9597-7f782954e5d3.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z7A9E2A7C4095986307F9Z/45/_/1783004452/21500839-141e-4d99-9597-7f782954e5d3.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z7A9E2A7C4095986307F9Z/45/_/1783004452/21500839-141e-4d99-9597-7f782954e5d3.jpg'],NSAI80033638257-1-P1,2026-08-06 20:50:44+03:00,2026-08-08 12:37:24+03:00,2026-08-12 12:00:00+03:00,25.01,sar,null,,False,2026-08-07 16:11:38+03:00,delivered,PH28122699263S
NSAI80033638257,delivered,noon,False,False,a68e19c7217ff9d80f4cf5b9507d800a,ZCB87955CC0CA01DC59FFZ-1,10102061,ZCB87955CC0CA01DC59FFZ,,Elhekma Original Myrrh Resin 30g,pzsku/ZCB87955CC0CA01DC59FFZ/45/_/1783007177/432664ca-545d-4a4c-b8b2-280e2e49f9fd.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZCB87955CC0CA01DC59FFZ/45/_/1783007177/432664ca-545d-4a4c-b8b2-280e2e49f9fd.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZCB87955CC0CA01DC59FFZ/45/_/1783007177/432664ca-545d-4a4c-b8b2-280e2e49f9fd.jpg'],NSAI80033638257-2-P1,2026-08-06 20:50:44+03:00,2026-08-08 12:37:24+03:00,2026-08-12 12:00:00+03:00,29.67,sar,null,,False,2026-08-07 16:11:38+03:00,delivered,PH28122699263S
NSAI80072950754,delivered,noon,False,False,a90cf2ebc4e760b828d6729004dacd8a,ZC99E6D75F5E8AA80F80FZ-1,10102022,ZC99E6D75F5E8AA80F80FZ,,Al-Hekma Akpi Seeds 70 g – Natural African Herbal Seeds for Wellness,pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg'],NSAI80072950754-1-P1,2026-08-06 22:13:11+03:00,2026-08-08 12:37:24+03:00,2026-08-10 12:00:00+03:00,48.99,sar,null,,False,2026-08-07 16:10:16+03:00,delivered,PH28016617015S
NSAI80072950754,delivered,noon,False,False,a90cf2ebc4e760b828d6729004dacd8a,ZC99E6D75F5E8AA80F80FZ-1,10102022,ZC99E6D75F5E8AA80F80FZ,,Al-Hekma Akpi Seeds 70 g – Natural African Herbal Seeds for Wellness,pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZC99E6D75F5E8AA80F80FZ/45/1764146380/3e366aad-41e7-4649-86c2-60c8283cb1d0.jpg'],NSAI80072950754-2-P1,2026-08-06 22:13:11+03:00,2026-08-08 12:37:24+03:00,2026-08-10 12:00:00+03:00,48.99,sar,null,,False,2026-08-07 16:10:16+03:00,delivered,PH28016617015S
NSAI80078428745,delivered,noon,False,False,a095fd4e27e13eb1c12e7d56ff15674a,Z0AD0E44C7CE884AB9C97Z-1,10103081,Z0AD0E44C7CE884AB9C97Z,6285725022788,Etaret Al Hekma Herbal Hair Mashat 250g,pzsku/Z0AD0E44C7CE884AB9C97Z/45/1764236995/65addcdd-bd1b-496b-bd6b-82cba7344a4a.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z0AD0E44C7CE884AB9C97Z/45/1764236995/65addcdd-bd1b-496b-bd6b-82cba7344a4a.jpg,elhekma,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z0AD0E44C7CE884AB9C97Z/45/1764236995/65addcdd-bd1b-496b-bd6b-82cba7344a4a.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z0AD0E44C7CE884AB9C97Z/45/1764236995/c06b2ae4-d257-47ea-a4ea-3dc7657fef2e.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z0AD0E44C7CE884AB9C97Z/45/1764236995/b5524155-7872-48e4-b99f-b6676095425b.jpg']",NSAI80078428745-1-P1,2026-08-07 13:02:14+03:00,2026-08-08 12:37:24+03:00,2026-08-11 12:00:00+03:00,27.46,sar,null,,False,2026-08-07 16:10:46+03:00,delivered,PH21633049031S
NSAI80080475806,delivered,noon,False,False,a0e74e3b09e04fbe3139f832c434f45a,Z36738C4B5A0A7F8FAD2BZ-1,10503029,Z36738C4B5A0A7F8FAD2BZ,8997236230047,Parsa Drink with Ginseng 100 g – 5 Sachets,pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,parsa_coffee,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/7ed19309-3ca2-4564-a467-21f19200368d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/cdcd8646-c65d-4cbb-830f-2c5671ad5a4c.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/ffc84b16-64b0-4510-b83a-fb26f6488895.jpg']",NSAI80080475806-1-P1,2026-08-06 21:56:10+03:00,2026-08-08 12:37:24+03:00,2026-08-10 12:00:00+03:00,93.5,sar,null,,False,2026-08-07 16:09:09+03:00,delivered,PH20414024463S
NSAI80097358200,delivered,noon,False,False,a0e74e3b09e04fbe3139f832c434f45a,Z36738C4B5A0A7F8FAD2BZ-1,10503029,Z36738C4B5A0A7F8FAD2BZ,8997236230047,Parsa Drink with Ginseng 100 g – 5 Sachets,pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,parsa_coffee,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/7ed19309-3ca2-4564-a467-21f19200368d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/cdcd8646-c65d-4cbb-830f-2c5671ad5a4c.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/ffc84b16-64b0-4510-b83a-fb26f6488895.jpg']",NSAI80097358200-2-P1,2026-08-06 12:01:23+03:00,2026-08-08 12:37:24+03:00,2026-08-10 12:00:00+03:00,93.5,sar,null,,False,2026-08-07 16:08:35+03:00,delivered,PH20771205617S
NSAI80060011481,delivered,noon,False,False,a38c24b75abea5450a914333a35488aa,Z5418BDAD8A54B61A2448Z-1,20316001,Z5418BDAD8A54B61A2448Z,6285725003916,Elhekma Hair Straightening Cream – 200 gm,pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235854/b63ac535-9597-4f02-b11f-bafa6ebf91d1.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235854/b63ac535-9597-4f02-b11f-bafa6ebf91d1.jpg,fayfa,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235854/b63ac535-9597-4f02-b11f-bafa6ebf91d1.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235854/2a5392a9-3cf8-495f-bec7-6aed7946dd82.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235854/ab3635a3-b7e2-432d-b9b5-a44ed522f71f.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235918/de69f904-1e05-486b-9563-17f1d56cf31d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785235918/67c9e08d-1763-4654-a898-f719805c5c8d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785437562/083ac9b2-5f0d-4280-a440-c3285a8e2e20.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z5418BDAD8A54B61A2448Z/45/_/1785437731/d66203fd-4cc1-4def-8622-05b0c93d7e96.jpg']",NSAI80060011481-1-P1,2026-08-05 15:30:00+03:00,2026-08-06 11:26:58+03:00,2026-08-09 11:00:00+03:00,138.0,sar,null,,False,2026-08-06 09:10:40+03:00,delivered,PH21294076775S
NSAI80041268959,delivered,noon,False,False,a0e74e3b09e04fbe3139f832c434f45a,Z36738C4B5A0A7F8FAD2BZ-1,10503029,Z36738C4B5A0A7F8FAD2BZ,8997236230047,Parsa Drink with Ginseng 100 g – 5 Sachets,pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,parsa_coffee,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/7ed19309-3ca2-4564-a467-21f19200368d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/cdcd8646-c65d-4cbb-830f-2c5671ad5a4c.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/ffc84b16-64b0-4510-b83a-fb26f6488895.jpg']",NSAI80041268959-1-P1,2026-08-05 10:33:55+03:00,2026-08-06 11:26:57+03:00,2026-08-08 12:00:00+03:00,93.5,sar,null,,False,2026-08-05 11:17:15+03:00,delivered,PH29373631675S
NSAI80006262608,delivered,noon,False,False,a9f3964ae5ae751b90e8fb19f486e0ea,ZD87E45C5BB816CE47CD2Z-1,10101068,ZD87E45C5BB816CE47CD2Z,,Elhekma Dandelion Herb 100g,8fcb8d8c40005bbbba9a7be319324250|pzsku/ZD87E45C5BB816CE47CD2Z/45/1771164429/0c521db3-9d13-44a4-ab15-f3034186ce38.jpg,https://z.nooncdn.com/products/tr:n-t_120/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZD87E45C5BB816CE47CD2Z/45/1771164429/0c521db3-9d13-44a4-ab15-f3034186ce38.jpg,elhekma,,"['https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZD87E45C5BB816CE47CD2Z/45/1771164429/0c521db3-9d13-44a4-ab15-f3034186ce38.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZD87E45C5BB816CE47CD2Z/45/1771164429/cccb2622-dddb-4e54-b3c7-f25146dff6eb.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/8fcb8d8c40005bbbba9a7be319324250|pzsku/ZD87E45C5BB816CE47CD2Z/45/1771164429/123ef44b-b1f8-44be-9bd9-cd4802423ea5.jpg']",NSAI80006262608-1-P1,2026-08-02 21:27:08+03:00,2026-08-03 11:37:43+03:00,2026-08-05 12:00:00+03:00,29.8,sar,null,,False,2026-08-03 09:47:43+03:00,delivered,PH20033769826S
NSAI80018346552,delivered,noon,False,False,a0e74e3b09e04fbe3139f832c434f45a,Z36738C4B5A0A7F8FAD2BZ-1,10503029,Z36738C4B5A0A7F8FAD2BZ,8997236230047,Parsa Drink with Ginseng 100 g – 5 Sachets,pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg,parsa_coffee,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/e793682c-d2b1-4552-ae1d-4b0aa2b26138.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/7ed19309-3ca2-4564-a467-21f19200368d.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/cdcd8646-c65d-4cbb-830f-2c5671ad5a4c.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z36738C4B5A0A7F8FAD2BZ/45/_/1785227490/ffc84b16-64b0-4510-b83a-fb26f6488895.jpg']",NSAI80018346552-1-P1,2026-08-02 16:37:39+03:00,2026-08-03 11:37:43+03:00,2026-08-05 12:00:00+03:00,93.5,sar,null,,False,2026-08-03 09:48:18+03:00,delivered,PH28247770835S
NSAI80020183334,delivered,noon,False,False,aa965a0740d214c21e887da12394c59a,ZD58D7CC587E91B556408Z-1,10615003,ZD58D7CC587E91B556408Z,,"Balsaray Maca Honey 43g is a natural blend combining pure honey with nutrient-rich maca root extract, known for its energizing and revitalizing properties. This concentrated formula helps support stamina, boost vitality, and provide a natural nutritional lift while offering a smooth, rich honey flavor that can be taken directly or mixed with warm drinks.",pzsku/ZD58D7CC587E91B556408Z/45/1764146417/70ab1392-6cf4-46d0-8c6a-f8f1a974afcf.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZD58D7CC587E91B556408Z/45/1764146417/70ab1392-6cf4-46d0-8c6a-f8f1a974afcf.jpg,generic,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD58D7CC587E91B556408Z/45/1764146417/70ab1392-6cf4-46d0-8c6a-f8f1a974afcf.jpg'],NSAI80020183334-1-P1,2026-08-01 15:54:44+03:00,2026-08-02 10:59:46+03:00,2026-08-04 11:00:00+03:00,114.96,sar,null,,False,2026-08-02 09:16:41+03:00,delivered,PH22843149763S
NSAI80015621717,delivered,noon,False,False,a426351c76d3144c586e94e5535e6e1a,Z4750575F836D09DAE343Z-1,20109077,Z4750575F836D09DAE343Z,6955050900272,FAMOUS Skin Whitening Cream with Vitamin E & C 200 ml,pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg,famous,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z4750575F836D09DAE343Z/45/1762187434/9fddfea2-b23c-4372-9ac7-27e2899362f7.jpg']",NSAI80015621717-2-P1,2026-08-01 04:26:38+03:00,2026-08-01 11:38:17+03:00,2026-08-03 12:00:00+03:00,39.96,sar,null,,False,2026-08-01 10:14:23+03:00,delivered,PH22628300082S
NSAI80015621717,delivered,noon,False,False,a426351c76d3144c586e94e5535e6e1a,Z4750575F836D09DAE343Z-1,20109077,Z4750575F836D09DAE343Z,6955050900272,FAMOUS Skin Whitening Cream with Vitamin E & C 200 ml,pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg,famous,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z4750575F836D09DAE343Z/45/1762187434/06d6b451-d69c-4197-8405-c7fa6ae4c4df.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z4750575F836D09DAE343Z/45/1762187434/9fddfea2-b23c-4372-9ac7-27e2899362f7.jpg']",NSAI80015621717-3-P1,2026-08-01 04:26:38+03:00,2026-08-01 11:38:17+03:00,2026-08-03 12:00:00+03:00,39.96,sar,null,,False,2026-08-01 10:14:23+03:00,delivered,PH22628300082S
NSAI70049426983,delivered,noon,False,False,a9c63605a49150ad973cf65db38a999a,Z33E9E0576F800956F570Z-1,10501003,Z33E9E0576F800956F570Z,,Al Deyafah Slimming Tea 25 Bags – Herbal Blend for Digestion & Weight Support,pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,aldiafa,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg'],NSAI70049426983-1-P1,2026-07-29 17:08:56+03:00,2026-07-30 11:27:09+03:00,2026-08-02 11:00:00+03:00,60.93,sar,null,,False,2026-07-29 17:17:14+03:00,delivered,PH22759492947S
NSAI70049426983,delivered,noon,False,False,a9c63605a49150ad973cf65db38a999a,Z33E9E0576F800956F570Z-1,10501003,Z33E9E0576F800956F570Z,,Al Deyafah Slimming Tea 25 Bags – Herbal Blend for Digestion & Weight Support,pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,aldiafa,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg'],NSAI70049426983-2-P1,2026-07-29 17:08:56+03:00,2026-07-30 11:27:09+03:00,2026-08-02 11:00:00+03:00,60.93,sar,null,,False,2026-07-29 17:17:14+03:00,delivered,PH22759492947S
NSAI70049426983,delivered,noon,False,False,a9c63605a49150ad973cf65db38a999a,Z33E9E0576F800956F570Z-1,10501003,Z33E9E0576F800956F570Z,,Al Deyafah Slimming Tea 25 Bags – Herbal Blend for Digestion & Weight Support,pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,aldiafa,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg'],NSAI70049426983-3-P1,2026-07-29 17:08:56+03:00,2026-07-30 11:27:09+03:00,2026-08-02 11:00:00+03:00,60.93,sar,null,,False,2026-07-29 17:17:14+03:00,delivered,PH22759492947S
NSAI70049426983,delivered,noon,False,False,a9c63605a49150ad973cf65db38a999a,Z33E9E0576F800956F570Z-1,10501003,Z33E9E0576F800956F570Z,,Al Deyafah Slimming Tea 25 Bags – Herbal Blend for Digestion & Weight Support,pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg,aldiafa,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z33E9E0576F800956F570Z/45/1764146413/77383bb3-31d1-4f1f-b6aa-055240d5996e.jpg'],NSAI70049426983-4-P1,2026-07-29 17:08:56+03:00,2026-07-30 11:27:09+03:00,2026-08-02 11:00:00+03:00,60.93,sar,null,,False,2026-07-29 17:17:14+03:00,delivered,PH22759492947S
NSAI70067004686,delivered,noon,False,False,a570bc9124f3e4b1e3abb0517318e72a,Z7653E15CC2286AC2EDBBZ-1,10103048,Z7653E15CC2286AC2EDBBZ,,Al-Hekma Beetroot Powder 100 g – Natural Antioxidant-Rich Superfood,pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg'],NSAI70067004686-9-P1,2026-07-29 10:06:36+03:00,2026-07-29 10:57:20+03:00,2026-08-01 12:00:00+03:00,37.38,sar,null,,False,2026-07-29 10:34:22+03:00,delivered,PH21326089303S
NSAI70081879985,delivered,noon,False,False,af1dbb3752daa2caee34aae2ab18ad1a,Z91F3584157AF9B0B79E1Z-1,20204006,Z91F3584157AF9B0B79E1Z,6285725009222,Dazy Aker Fassi Powder 30 g,pzsku/Z91F3584157AF9B0B79E1Z/45/1755607600/be5baa14-040a-45a8-8662-c472b3ddb555.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z91F3584157AF9B0B79E1Z/45/1755607600/be5baa14-040a-45a8-8662-c472b3ddb555.jpg,dazy,30,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z91F3584157AF9B0B79E1Z/45/1755607600/be5baa14-040a-45a8-8662-c472b3ddb555.jpg'],NSAI70081879985-1-P1,2026-07-28 22:29:12+03:00,2026-07-29 10:57:20+03:00,2026-08-01 12:00:00+03:00,27.52,sar,null,,False,2026-07-29 10:32:04+03:00,delivered,PH24829332191S
NSAI70049120415,delivered,noon,False,False,a570bc9124f3e4b1e3abb0517318e72a,Z7653E15CC2286AC2EDBBZ-1,10103048,Z7653E15CC2286AC2EDBBZ,,Al-Hekma Beetroot Powder 100 g – Natural Antioxidant-Rich Superfood,pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg,elhekma,,['https://z.nooncdn.com/products/tr:n-t_800/pzsku/Z7653E15CC2286AC2EDBBZ/45/1764146378/3b1ef1b7-44c2-4223-bf37-c858e956d868.jpg'],NSAI70049120415-4-P1,2026-07-29 00:37:25+03:00,2026-07-29 10:57:19+03:00,2026-08-01 12:00:00+03:00,37.38,sar,null,,False,2026-07-29 10:31:14+03:00,delivered,PH25432480019S
NSAI70054818812,delivered,noon,False,False,a1b26cf7f993cbab0d164867e111246a,ZD1369EEAA95241CA7E2EZ-1,20401158,ZD1369EEAA95241CA7E2EZ,6287010671183,Herb Flaxseed Oil 118 ml,pzsku/ZD1369EEAA95241CA7E2EZ/45/1755078480/518b2a52-f757-4fb7-860a-6f83114bd3d5.jpg,https://z.nooncdn.com/products/tr:n-t_120/pzsku/ZD1369EEAA95241CA7E2EZ/45/1755078480/518b2a52-f757-4fb7-860a-6f83114bd3d5.jpg,herb_care,,"['https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD1369EEAA95241CA7E2EZ/45/1755078480/518b2a52-f757-4fb7-860a-6f83114bd3d5.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD1369EEAA95241CA7E2EZ/45/1755078504/eee9e802-f3ce-409e-ae95-9824ef127ee2.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD1369EEAA95241CA7E2EZ/45/_/1777126190/3f03ff35-8b1e-4604-9275-c6acc7bf9bd5.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD1369EEAA95241CA7E2EZ/45/_/1777126190/d3f1f03f-5b93-4b61-9791-e1049bb3bdb4.jpg', 'https://z.nooncdn.com/products/tr:n-t_800/pzsku/ZD1369EEAA95241CA7E2EZ/45/_/1777126190/2ed0f50d-1b10-481e-807b-fe8775a7e1a4.jpg']",NSAI70054818812-1-P1,2026-07-28 16:48:47+03:00,2026-07-29 10:57:19+03:00,2026-08-01 10:00:00+03:00,35.01,sar,null,,False,2026-07-28 18:15:50+03:00,delivered,PH20381602985S
